"epoch","summer-salad-2026 - _step","summer-salad-2026 - _step__MIN","summer-salad-2026 - _step__MAX","summer-salad-2026 - stage 2 train loss","summer-salad-2026 - stage 2 train loss__MIN","summer-salad-2026 - stage 2 train loss__MAX"
"0","1","1","1","11.731098175048828","11.731098175048828","11.731098175048828"
"1","6","6","6","11.731104850769043","11.731104850769043","11.731104850769043"
"2","11","11","11","11.731114387512207","11.731114387512207","11.731114387512207"
"3","16","16","16","11.731118202209473","11.731118202209473","11.731118202209473"
"4","21","21","21","11.731124877929688","11.731124877929688","11.731124877929688"
"5","26","26","26","11.731124877929688","11.731124877929688","11.731124877929688"
"6","31","31","31","11.731122016906738","11.731122016906738","11.731122016906738"
"7","36","36","36","11.731104850769043","11.731104850769043","11.731104850769043"
"8","41","41","41","11.731071472167969","11.731071472167969","11.731071472167969"
"9","46","46","46","11.7310152053833","11.7310152053833","11.7310152053833"
"10","51","51","51","11.73091983795166","11.73091983795166","11.73091983795166"
"11","56","56","56","11.730772018432617","11.730772018432617","11.730772018432617"
"12","61","61","61","11.730537414550781","11.730537414550781","11.730537414550781"
"13","66","66","66","11.730193138122559","11.730193138122559","11.730193138122559"
"14","71","71","71","11.729705810546875","11.729705810546875","11.729705810546875"
"15","76","76","76","11.72901439666748","11.72901439666748","11.72901439666748"
"16","81","81","81","11.7280855178833","11.7280855178833","11.7280855178833"
"17","86","86","86","11.7269287109375","11.7269287109375","11.7269287109375"
"18","91","91","91","11.725540161132812","11.725540161132812","11.725540161132812"
"19","96","96","96","11.723899841308594","11.723899841308594","11.723899841308594"
"20","101","101","101","11.7219877243042","11.7219877243042","11.7219877243042"
"21","106","106","106","11.719878196716309","11.719878196716309","11.719878196716309"
"22","111","111","111","11.717658042907715","11.717658042907715","11.717658042907715"
"23","116","116","116","11.715446472167969","11.715446472167969","11.715446472167969"
"24","121","121","121","11.71320629119873","11.71320629119873","11.71320629119873"
"25","126","126","126","11.711024284362793","11.711024284362793","11.711024284362793"
"26","131","131","131","11.709019660949707","11.709019660949707","11.709019660949707"
"27","136","136","136","11.707178115844727","11.707178115844727","11.707178115844727"
"28","141","141","141","11.70547866821289","11.70547866821289","11.70547866821289"
"29","146","146","146","11.703917503356934","11.703917503356934","11.703917503356934"
"30","151","151","151","11.702442169189453","11.702442169189453","11.702442169189453"
"31","156","156","156","11.701078414916992","11.701078414916992","11.701078414916992"
"32","161","161","161","11.6998291015625","11.6998291015625","11.6998291015625"
"33","166","166","166","11.698708534240723","11.698708534240723","11.698708534240723"
"34","171","171","171","11.697702407836914","11.697702407836914","11.697702407836914"
"35","176","176","176","11.696778297424316","11.696778297424316","11.696778297424316"
"36","181","181","181","11.69590950012207","11.69590950012207","11.69590950012207"
"37","186","186","186","11.695133209228516","11.695133209228516","11.695133209228516"
"38","191","191","191","11.694402694702148","11.694402694702148","11.694402694702148"
"39","196","196","196","11.693693161010742","11.693693161010742","11.693693161010742"
"40","201","201","201","11.693013191223145","11.693013191223145","11.693013191223145"
"41","206","206","206","11.692338943481445","11.692338943481445","11.692338943481445"
"42","211","211","211","11.691671371459961","11.691671371459961","11.691671371459961"
"43","216","216","216","11.690997123718262","11.690997123718262","11.690997123718262"
"44","221","221","221","11.690309524536133","11.690309524536133","11.690309524536133"
"45","226","226","226","11.689600944519043","11.689600944519043","11.689600944519043"
"46","231","231","231","11.688895225524902","11.688895225524902","11.688895225524902"
"47","236","236","236","11.688192367553711","11.688192367553711","11.688192367553711"
"48","241","241","241","11.687482833862305","11.687482833862305","11.687482833862305"
"49","246","246","246","11.686781883239746","11.686781883239746","11.686781883239746"
"50","251","251","251","11.686076164245605","11.686076164245605","11.686076164245605"
"51","256","256","256","11.685397148132324","11.685397148132324","11.685397148132324"
"52","261","261","261","11.684738159179688","11.684738159179688","11.684738159179688"
"53","266","266","266","11.684077262878418","11.684077262878418","11.684077262878418"
"54","271","271","271","11.68342113494873","11.68342113494873","11.68342113494873"
"55","276","276","276","11.682782173156738","11.682782173156738","11.682782173156738"
"56","281","281","281","11.682153701782227","11.682153701782227","11.682153701782227"
"57","286","286","286","11.681510925292969","11.681510925292969","11.681510925292969"
"58","291","291","291","11.680879592895508","11.680879592895508","11.680879592895508"
"59","296","296","296","11.680257797241211","11.680257797241211","11.680257797241211"
"60","301","301","301","11.679658889770508","11.679658889770508","11.679658889770508"
"61","306","306","306","11.679083824157715","11.679083824157715","11.679083824157715"
"62","311","311","311","11.678522109985352","11.678522109985352","11.678522109985352"
"63","316","316","316","11.67797565460205","11.67797565460205","11.67797565460205"
"64","321","321","321","11.677430152893066","11.677430152893066","11.677430152893066"
"65","326","326","326","11.676900863647461","11.676900863647461","11.676900863647461"
"66","331","331","331","11.676382064819336","11.676382064819336","11.676382064819336"
"67","336","336","336","11.675875663757324","11.675875663757324","11.675875663757324"
"68","341","341","341","11.675379753112793","11.675379753112793","11.675379753112793"
"69","346","346","346","11.674888610839844","11.674888610839844","11.674888610839844"
"70","351","351","351","11.674410820007324","11.674410820007324","11.674410820007324"
"71","356","356","356","11.673942565917969","11.673942565917969","11.673942565917969"
"72","361","361","361","11.673505783081055","11.673505783081055","11.673505783081055"
"73","366","366","366","11.673087120056152","11.673087120056152","11.673087120056152"
"74","371","371","371","11.672690391540527","11.672690391540527","11.672690391540527"
"75","376","376","376","11.672301292419434","11.672301292419434","11.672301292419434"
"76","381","381","381","11.671924591064453","11.671924591064453","11.671924591064453"
"77","386","386","386","11.67154312133789","11.67154312133789","11.67154312133789"
"78","391","391","391","11.671160697937012","11.671160697937012","11.671160697937012"
"79","396","396","396","11.670772552490234","11.670772552490234","11.670772552490234"
"80","401","401","401","11.670397758483887","11.670397758483887","11.670397758483887"
"81","406","406","406","11.67003345489502","11.67003345489502","11.67003345489502"
"82","411","411","411","11.669681549072266","11.669681549072266","11.669681549072266"
"83","416","416","416","11.669342041015625","11.669342041015625","11.669342041015625"
"84","421","421","421","11.669008255004883","11.669008255004883","11.669008255004883"
"85","426","426","426","11.66869068145752","11.66869068145752","11.66869068145752"
"86","431","431","431","11.668378829956055","11.668378829956055","11.668378829956055"
"87","436","436","436","11.668067932128906","11.668067932128906","11.668067932128906"
"88","441","441","441","11.667757987976074","11.667757987976074","11.667757987976074"
"89","446","446","446","11.667450904846191","11.667450904846191","11.667450904846191"
"90","451","451","451","11.667154312133789","11.667154312133789","11.667154312133789"
"91","456","456","456","11.666863441467285","11.666863441467285","11.666863441467285"
"92","461","461","461","11.666579246520996","11.666579246520996","11.666579246520996"
"93","466","466","466","11.666301727294922","11.666301727294922","11.666301727294922"
"94","471","471","471","11.66602897644043","11.66602897644043","11.66602897644043"
"95","476","476","476","11.665756225585938","11.665756225585938","11.665756225585938"
"96","481","481","481","11.665483474731445","11.665483474731445","11.665483474731445"
"97","486","486","486","11.665221214294434","11.665221214294434","11.665221214294434"
"98","491","491","491","11.664974212646484","11.664974212646484","11.664974212646484"
"99","496","496","496","11.6647367477417","11.6647367477417","11.6647367477417"
"100","501","501","501","11.664497375488281","11.664497375488281","11.664497375488281"
"101","506","506","506","11.664270401000977","11.664270401000977","11.664270401000977"
"102","511","511","511","11.66405200958252","11.66405200958252","11.66405200958252"
"103","516","516","516","11.663832664489746","11.663832664489746","11.663832664489746"
"104","521","521","521","11.66361141204834","11.66361141204834","11.66361141204834"
"105","526","526","526","11.66339111328125","11.66339111328125","11.66339111328125"
"106","531","531","531","11.663185119628906","11.663185119628906","11.663185119628906"
"107","536","536","536","11.662986755371094","11.662986755371094","11.662986755371094"
"108","541","541","541","11.662784576416016","11.662784576416016","11.662784576416016"
"109","546","546","546","11.662589073181152","11.662589073181152","11.662589073181152"
"110","551","551","551","11.662392616271973","11.662392616271973","11.662392616271973"
"111","556","556","556","11.662202835083008","11.662202835083008","11.662202835083008"
"112","561","561","561","11.662016868591309","11.662016868591309","11.662016868591309"
"113","566","566","566","11.661828994750977","11.661828994750977","11.661828994750977"
"114","571","571","571","11.661637306213379","11.661637306213379","11.661637306213379"
"115","576","576","576","11.661442756652832","11.661442756652832","11.661442756652832"
"116","581","581","581","11.661255836486816","11.661255836486816","11.661255836486816"
"117","586","586","586","11.661080360412598","11.661080360412598","11.661080360412598"
"118","591","591","591","11.660913467407227","11.660913467407227","11.660913467407227"
"119","596","596","596","11.660752296447754","11.660752296447754","11.660752296447754"
"120","601","601","601","11.660595893859863","11.660595893859863","11.660595893859863"
"121","606","606","606","11.660446166992188","11.660446166992188","11.660446166992188"
"122","611","611","611","11.660297393798828","11.660297393798828","11.660297393798828"
"123","616","616","616","11.660147666931152","11.660147666931152","11.660147666931152"
"124","621","621","621","11.660000801086426","11.660000801086426","11.660000801086426"
"125","626","626","626","11.659854888916016","11.659854888916016","11.659854888916016"
"126","631","631","631","11.659714698791504","11.659714698791504","11.659714698791504"
"127","636","636","636","11.659573554992676","11.659573554992676","11.659573554992676"
"128","641","641","641","11.659438133239746","11.659438133239746","11.659438133239746"
"129","646","646","646","11.659308433532715","11.659308433532715","11.659308433532715"
"130","651","651","651","11.659174919128418","11.659174919128418","11.659174919128418"
"131","656","656","656","11.65904712677002","11.65904712677002","11.65904712677002"
"132","661","661","661","11.658919334411621","11.658919334411621","11.658919334411621"
"133","666","666","666","11.658792495727539","11.658792495727539","11.658792495727539"
"134","671","671","671","11.658670425415039","11.658670425415039","11.658670425415039"
"135","676","676","676","11.658548355102539","11.658548355102539","11.658548355102539"
"136","681","681","681","11.658427238464355","11.658427238464355","11.658427238464355"
"137","686","686","686","11.658310890197754","11.658310890197754","11.658310890197754"
"138","691","691","691","11.658201217651367","11.658201217651367","11.658201217651367"
"139","696","696","696","11.658092498779297","11.658092498779297","11.658092498779297"
"140","701","701","701","11.657983779907227","11.657983779907227","11.657983779907227"
"141","706","706","706","11.657880783081055","11.657880783081055","11.657880783081055"
"142","711","711","711","11.6577730178833","11.6577730178833","11.6577730178833"
"143","716","716","716","11.657669067382812","11.657669067382812","11.657669067382812"
"144","721","721","721","11.657563209533691","11.657563209533691","11.657563209533691"
"145","726","726","726","11.657455444335938","11.657455444335938","11.657455444335938"
"146","731","731","731","11.657350540161133","11.657350540161133","11.657350540161133"
"147","736","736","736","11.657247543334961","11.657247543334961","11.657247543334961"
"148","741","741","741","11.65715217590332","11.65715217590332","11.65715217590332"
"149","746","746","746","11.65705394744873","11.65705394744873","11.65705394744873"
"150","751","751","751","11.656964302062988","11.656964302062988","11.656964302062988"
"151","756","756","756","11.656874656677246","11.656874656677246","11.656874656677246"
"152","761","761","761","11.656786918640137","11.656786918640137","11.656786918640137"
"153","766","766","766","11.656699180603027","11.656699180603027","11.656699180603027"
"154","771","771","771","11.65661334991455","11.65661334991455","11.65661334991455"
"155","776","776","776","11.65653133392334","11.65653133392334","11.65653133392334"
"156","781","781","781","11.656450271606445","11.656450271606445","11.656450271606445"
"157","786","786","786","11.656373023986816","11.656373023986816","11.656373023986816"
"158","791","791","791","11.656296730041504","11.656296730041504","11.656296730041504"
"159","796","796","796","11.656225204467773","11.656225204467773","11.656225204467773"
"160","801","801","801","11.65615463256836","11.65615463256836","11.65615463256836"
"161","806","806","806","11.656083106994629","11.656083106994629","11.656083106994629"
"162","811","811","811","11.65601634979248","11.65601634979248","11.65601634979248"
"163","816","816","816","11.655953407287598","11.655953407287598","11.655953407287598"
"164","821","821","821","11.655889511108398","11.655889511108398","11.655889511108398"
"165","826","826","826","11.655832290649414","11.655832290649414","11.655832290649414"
"166","831","831","831","11.655774116516113","11.655774116516113","11.655774116516113"
"167","836","836","836","11.655723571777344","11.655723571777344","11.655723571777344"
"168","841","841","841","11.655669212341309","11.655669212341309","11.655669212341309"
"169","846","846","846","11.655619621276855","11.655619621276855","11.655619621276855"
"170","851","851","851","11.655569076538086","11.655569076538086","11.655569076538086"
"171","856","856","856","11.655518531799316","11.655518531799316","11.655518531799316"
"172","861","861","861","11.655471801757812","11.655471801757812","11.655471801757812"
"173","866","866","866","11.655425071716309","11.655425071716309","11.655425071716309"
"174","871","871","871","11.655378341674805","11.655378341674805","11.655378341674805"
"175","876","876","876","11.655335426330566","11.655335426330566","11.655335426330566"
"176","881","881","881","11.655291557312012","11.655291557312012","11.655291557312012"
"177","886","886","886","11.655247688293457","11.655247688293457","11.655247688293457"
"178","891","891","891","11.6552095413208","11.6552095413208","11.6552095413208"
"179","896","896","896","11.655173301696777","11.655173301696777","11.655173301696777"
"180","901","901","901","11.655136108398438","11.655136108398438","11.655136108398438"
"181","906","906","906","11.65510082244873","11.65510082244873","11.65510082244873"
"182","911","911","911","11.655062675476074","11.655062675476074","11.655062675476074"
"183","916","916","916","11.655028343200684","11.655028343200684","11.655028343200684"
"184","921","921","921","11.65499210357666","11.65499210357666","11.65499210357666"
"185","926","926","926","11.654961585998535","11.654961585998535","11.654961585998535"
"186","931","931","931","11.65493106842041","11.65493106842041","11.65493106842041"
"187","936","936","936","11.654901504516602","11.654901504516602","11.654901504516602"
"188","941","941","941","11.654870986938477","11.654870986938477","11.654870986938477"
"189","946","946","946","11.654842376708984","11.654842376708984","11.654842376708984"
"190","951","951","951","11.654812812805176","11.654812812805176","11.654812812805176"
"191","956","956","956","11.654783248901367","11.654783248901367","11.654783248901367"
"192","961","961","961","11.654757499694824","11.654757499694824","11.654757499694824"
"193","966","966","966","11.654727935791016","11.654727935791016","11.654727935791016"
"194","971","971","971","11.654699325561523","11.654699325561523","11.654699325561523"
"195","976","976","976","11.654671669006348","11.654671669006348","11.654671669006348"
"196","981","981","981","11.654644012451172","11.654644012451172","11.654644012451172"
"197","986","986","986","11.65461540222168","11.65461540222168","11.65461540222168"
"198","991","991","991","11.654587745666504","11.654587745666504","11.654587745666504"
"199","996","996","996","11.654562950134277","11.654562950134277","11.654562950134277"
"200","1001","1001","1001","11.654535293579102","11.654535293579102","11.654535293579102"
"201","1006","1006","1006","11.654512405395508","11.654512405395508","11.654512405395508"
"202","1011","1011","1011","11.654487609863281","11.654487609863281","11.654487609863281"
"203","1016","1016","1016","11.654462814331055","11.654462814331055","11.654462814331055"
"204","1021","1021","1021","11.654439926147461","11.654439926147461","11.654439926147461"
"205","1026","1026","1026","11.654413223266602","11.654413223266602","11.654413223266602"
"206","1031","1031","1031","11.654388427734375","11.654388427734375","11.654388427734375"
"207","1036","1036","1036","11.654365539550781","11.654365539550781","11.654365539550781"
"208","1041","1041","1041","11.654338836669922","11.654338836669922","11.654338836669922"
"209","1046","1046","1046","11.654314994812012","11.654314994812012","11.654314994812012"
"210","1051","1051","1051","11.654291152954102","11.654291152954102","11.654291152954102"
"211","1056","1056","1056","11.654268264770508","11.654268264770508","11.654268264770508"
"212","1061","1061","1061","11.654242515563965","11.654242515563965","11.654242515563965"
"213","1066","1066","1066","11.654221534729004","11.654221534729004","11.654221534729004"
"214","1071","1071","1071","11.654195785522461","11.654195785522461","11.654195785522461"
"215","1076","1076","1076","11.6541748046875","11.6541748046875","11.6541748046875"
"216","1081","1081","1081","11.65415096282959","11.65415096282959","11.65415096282959"
"217","1086","1086","1086","11.654129981994629","11.654129981994629","11.654129981994629"
"218","1091","1091","1091","11.654106140136719","11.654106140136719","11.654106140136719"
"219","1096","1096","1096","11.654083251953125","11.654083251953125","11.654083251953125"
"220","1101","1101","1101","11.654061317443848","11.654061317443848","11.654061317443848"
"221","1106","1106","1106","11.654038429260254","11.654038429260254","11.654038429260254"
"222","1111","1111","1111","11.654014587402344","11.654014587402344","11.654014587402344"
"223","1116","1116","1116","11.6539945602417","11.6539945602417","11.6539945602417"
"224","1121","1121","1121","11.653971672058105","11.653971672058105","11.653971672058105"
"225","1126","1126","1126","11.653951644897461","11.653951644897461","11.653951644897461"
"226","1131","1131","1131","11.653926849365234","11.653926849365234","11.653926849365234"
"227","1136","1136","1136","11.65390682220459","11.65390682220459","11.65390682220459"
"228","1141","1141","1141","11.653886795043945","11.653886795043945","11.653886795043945"
"229","1146","1146","1146","11.653863906860352","11.653863906860352","11.653863906860352"
"230","1151","1151","1151","11.65384292602539","11.65384292602539","11.65384292602539"
"231","1156","1156","1156","11.653824806213379","11.653824806213379","11.653824806213379"
"232","1161","1161","1161","11.653803825378418","11.653803825378418","11.653803825378418"
"233","1166","1166","1166","11.653787612915039","11.653787612915039","11.653787612915039"
"234","1171","1171","1171","11.653768539428711","11.653768539428711","11.653768539428711"
"235","1176","1176","1176","11.653751373291016","11.653751373291016","11.653751373291016"
"236","1181","1181","1181","11.653735160827637","11.653735160827637","11.653735160827637"
"237","1186","1186","1186","11.653717994689941","11.653717994689941","11.653717994689941"
"238","1191","1191","1191","11.653700828552246","11.653700828552246","11.653700828552246"
"239","1196","1196","1196","11.65368366241455","11.65368366241455","11.65368366241455"
"240","1201","1201","1201","11.653666496276855","11.653666496276855","11.653666496276855"
"241","1206","1206","1206","11.653651237487793","11.653651237487793","11.653651237487793"
"242","1211","1211","1211","11.653637886047363","11.653637886047363","11.653637886047363"
"243","1216","1216","1216","11.653623580932617","11.653623580932617","11.653623580932617"
"244","1221","1221","1221","11.653609275817871","11.653609275817871","11.653609275817871"
"245","1226","1226","1226","11.653594970703125","11.653594970703125","11.653594970703125"
"246","1231","1231","1231","11.653581619262695","11.653581619262695","11.653581619262695"
"247","1236","1236","1236","11.653569221496582","11.653569221496582","11.653569221496582"
"248","1241","1241","1241","11.65355396270752","11.65355396270752","11.65355396270752"
"249","1246","1246","1246","11.653541564941406","11.653541564941406","11.653541564941406"
"250","1251","1251","1251","11.653529167175293","11.653529167175293","11.653529167175293"
"251","1256","1256","1256","11.65351676940918","11.65351676940918","11.65351676940918"
"252","1261","1261","1261","11.65350341796875","11.65350341796875","11.65350341796875"
"253","1266","1266","1266","11.65349292755127","11.65349292755127","11.65349292755127"
"254","1271","1271","1271","11.653481483459473","11.653481483459473","11.653481483459473"
"255","1276","1276","1276","11.653468132019043","11.653468132019043","11.653468132019043"
"256","1281","1281","1281","11.653457641601562","11.653457641601562","11.653457641601562"
"257","1286","1286","1286","11.653444290161133","11.653444290161133","11.653444290161133"
"258","1291","1291","1291","11.653432846069336","11.653432846069336","11.653432846069336"
"259","1296","1296","1296","11.653420448303223","11.653420448303223","11.653420448303223"
"260","1301","1301","1301","11.653409957885742","11.653409957885742","11.653409957885742"
"261","1306","1306","1306","11.653397560119629","11.653397560119629","11.653397560119629"
"262","1311","1311","1311","11.653388023376465","11.653388023376465","11.653388023376465"
"263","1316","1316","1316","11.653376579284668","11.653376579284668","11.653376579284668"
"264","1321","1321","1321","11.653368949890137","11.653368949890137","11.653368949890137"
"265","1326","1326","1326","11.653358459472656","11.653358459472656","11.653358459472656"
"266","1331","1331","1331","11.65334701538086","11.65334701538086","11.65334701538086"
"267","1336","1336","1336","11.653338432312012","11.653338432312012","11.653338432312012"
"268","1341","1341","1341","11.653326034545898","11.653326034545898","11.653326034545898"
"269","1346","1346","1346","11.653316497802734","11.653316497802734","11.653316497802734"
"270","1351","1351","1351","11.653307914733887","11.653307914733887","11.653307914733887"
"271","1356","1356","1356","11.653298377990723","11.653298377990723","11.653298377990723"
"272","1361","1361","1361","11.653286933898926","11.653286933898926","11.653286933898926"
"273","1366","1366","1366","11.653279304504395","11.653279304504395","11.653279304504395"
"274","1371","1371","1371","11.653270721435547","11.653270721435547","11.653270721435547"
"275","1376","1376","1376","11.65325927734375","11.65325927734375","11.65325927734375"
"276","1381","1381","1381","11.653246879577637","11.653246879577637","11.653246879577637"
"277","1386","1386","1386","11.653239250183105","11.653239250183105","11.653239250183105"
"278","1391","1391","1391","11.653227806091309","11.653227806091309","11.653227806091309"
"279","1396","1396","1396","11.653218269348145","11.653218269348145","11.653218269348145"
"280","1401","1401","1401","11.653210639953613","11.653210639953613","11.653210639953613"
"281","1406","1406","1406","11.653202056884766","11.653202056884766","11.653202056884766"
"282","1411","1411","1411","11.653194427490234","11.653194427490234","11.653194427490234"
"283","1416","1416","1416","11.653186798095703","11.653186798095703","11.653186798095703"
"284","1421","1421","1421","11.653179168701172","11.653179168701172","11.653179168701172"
"285","1426","1426","1426","11.65317153930664","11.65317153930664","11.65317153930664"
"286","1431","1431","1431","11.653160095214844","11.653160095214844","11.653160095214844"
"287","1436","1436","1436","11.653154373168945","11.653154373168945","11.653154373168945"
"288","1441","1441","1441","11.653145790100098","11.653145790100098","11.653145790100098"
"289","1446","1446","1446","11.653138160705566","11.653138160705566","11.653138160705566"
"290","1451","1451","1451","11.653130531311035","11.653130531311035","11.653130531311035"
"291","1456","1456","1456","11.653120994567871","11.653120994567871","11.653120994567871"
"292","1461","1461","1461","11.653112411499023","11.653112411499023","11.653112411499023"
"293","1466","1466","1466","11.653104782104492","11.653104782104492","11.653104782104492"
"294","1471","1471","1471","11.653095245361328","11.653095245361328","11.653095245361328"
"295","1476","1476","1476","11.65308952331543","11.65308952331543","11.65308952331543"
"296","1481","1481","1481","11.653079986572266","11.653079986572266","11.653079986572266"
"297","1486","1486","1486","11.653070449829102","11.653070449829102","11.653070449829102"
"298","1491","1491","1491","11.65306282043457","11.65306282043457","11.65306282043457"
"299","1496","1496","1496","11.653054237365723","11.653054237365723","11.653054237365723"